商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
夏普52英寸LED全高清液晶电视LCD-52LX920A,"夏普, 52, 英寸, LED, 全, 高清, 液晶, 电视, LCD-52LX920A",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194528,
夏普60寸LCD液晶电视 60E77A,"夏普, 60, 寸, LCD液晶电视, 60E77A",夏普,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,9546434,
夏普60英寸3D影像LED全高清液晶互联网电视LCD-60LX830A,"夏普, 60, 英寸, 3D, 影像, LED, 全, 高清, 液晶, 互联网, 电视, LCD-60LX830A",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194459,
夏普60英寸3D影像LED全高清液晶电视LCD-60LV925A,"夏普, 60, 英寸, 3D, 影像, LED, 全, 高清, 液晶, 电视, LCD-60LV925A",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194460,
夏普60英寸LCD全高清液晶电视LCD-60Z770A,"夏普, 60, 英寸, LCD, 全, 高清, 液晶, 电视, LCD-60Z770A",夏普,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194391,
夏普60英寸LED全高清液晶电视LCD-60LX531A,"夏普, 60, 英寸, LED, 全, 高清, 液晶, 电视, LCD-60LX531A",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194506,
夏普60英寸LED全高清液晶电视LCD-60LX710A,"夏普, 60, 英寸, LED, 全, 高清, 液晶, 电视, LCD-60LX710A",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194493,
夏普60英寸LED全高清液晶电视LCD-60LX710DA,"夏普, 60, 英寸, LED, 全, 高清, 液晶, 电视, LCD-60LX710, DA",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194482,
夏普60英寸LED全高清液晶电视LCD-60LX920A,"夏普, 60, 英寸, LED, 全, 高清, 液晶, 电视, LCD-60LX920A",夏普,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11194471,
夏普（SHARP）LCD-32LX430A 32英寸 全高清LED液晶电视,"夏普, （, SHARP, ）, LCD-32LX430A, 32, 英寸, 全, 高清, LED液晶电视",夏普,1,高清,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11448810,
夏普（SHARP）LCD-32Z100AS 32英寸 高清液晶电视,"夏普, （, SHARP, ）, LCD-32Z100AS, 32, 英寸, 高清, 液晶, 电视",夏普,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11050172,
夏普（SHARP）LCD-32Z120A 32英寸 高清液晶电视,"夏普, （, SHARP, ）, LCD-32Z120A, 32, 英寸, 高清, 液晶, 电视",夏普,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,10850723,
夏普（SHARP）LCD-40G120A 40英寸 全高清液晶电视,"夏普, （, SHARP, ）, LCD-40G120A, 40, 英寸, 全, 高清, 液晶, 电视",夏普,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,10642429,
夏普（SHARP）LCD-40LX430A 40英寸 全高清LED液晶电视,"夏普, （, SHARP, ）, LCD-40LX430A, 40, 英寸, 全, 高清, LED液晶电视",夏普,1,高清,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11448821,
夏普（SHARP）LCD-46G120A 46英寸 全高清液晶电视,"夏普, （, SHARP, ）, LCD-46G120A, 46, 英寸, 全, 高清, 液晶, 电视",夏普,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,10642430,
夏普（SHARP）LCD-46GE220A 46英寸 高清液晶电视,"夏普, （, SHARP, ）, LCD-46GE220A, 46, 英寸, 高清, 液晶, 电视",夏普,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11128760,
夏普（SHARP）LCD-46LX430A 46英寸 全高清LED液晶电视,"夏普, （, SHARP, ）, LCD-46LX430A, 46, 英寸, 全, 高清, LED液晶电视",夏普,1,高清,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,夏普,11448832,
康佳（KONKA) LED32MS92C 32英寸 高清电视,"康佳, （, KONKA, ), LED32MS92C, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144799,
康佳（KONKA) LED37MS92C 37英寸 高清电视,"康佳, （, KONKA, ), LED37MS92C, 37, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144802,
康佳（KONKA) LED42MS92DC 42英寸 全高清电视,"康佳, （, KONKA, ), LED42MS92, DC, 42, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144813,
康佳（KONKA)LC26HS81B 26英寸 高清电视,"康佳, （, KONKA, ), LC26HS81B, 26, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144595,
康佳（KONKA)LC32FS81B 32英寸 高清电视,"康佳, （, KONKA, ), LC32FS81B, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144926,
康佳（KONKA)LC32GS80C 32英寸 高清电视,"康佳, （, KONKA, ), LC32GS80C, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144835,
康佳（KONKA)LC32HS62B 32英寸 高清电视,"康佳, （, KONKA, ), LC32HS62B, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144948,
康佳（KONKA)LC37GS80C 37英寸 高清电视,"康佳, （, KONKA, ), LC37GS80C, 37, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144573,
康佳（KONKA)LC42FS81DC 42英寸 全高清电器,"康佳, （, KONKA, ), LC42FS81, DC, 42, 英寸, 全, 高清, 电器",康佳,1,"高清, 电器",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144937,
康佳（KONKA)LC42GS80DC 42英寸 全高清电视,"康佳, （, KONKA, ), LC42GS80, DC, 42, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144846,
康佳（KONKA)LC46GS80DC 46英寸 全高清电视,"康佳, （, KONKA, ), LC46GS80, DC, 46, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144857,
康佳（KONKA)LED24HS95 24英寸 高清电视,"康佳, （, KONKA, ), LED24HS95, 24, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144868,
康佳（KONKA)LED26HS95 26英寸 高清电视,"康佳, （, KONKA, ), LED26HS95, 26, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144584,
康佳（KONKA)LED32IS95N 32英寸 高清电视,"康佳, （, KONKA, ), LED32IS95N, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144879,
康佳（KONKA)LED37IS95N 37英寸 高清电视,"康佳, （, KONKA, ), LED37IS95N, 37, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144880,
康佳（KONKA)LED42IS95N 42英寸 全高清电视,"康佳, （, KONKA, ), LED42IS95N, 42, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144891,
康佳（KONKA)LED46IS95N 46英寸 全高清电视,"康佳, （, KONKA, ), LED46IS95N, 46, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144904,
康佳（KONKA)LED55IS95N 55英寸 全高清电视,"康佳, （, KONKA, ), LED55IS95N, 55, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144915,
康佳（KONKA）LED24HS92 24英寸  高清电视,"康佳, （, KONKA, ）, LED24HS92, 24, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144777,
康佳（KONKA）LED26HS92  26英寸 高清电视,"康佳, （, KONKA, ）, LED26HS92, 26, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144788,
康佳（KONKA）LED32IS97N 32英寸 高清电视,"康佳, （, KONKA, ）, LED32IS97N, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144562,
康佳（KONKA）LED37IS97N 37英寸 高清电视,"康佳, （, KONKA, ）, LED37IS97N, 37, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144744,
康佳（KONKA）LED42IS97N 42英寸 全高清电视,"康佳, （, KONKA, ）, LED42IS97N, 42, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144766,
康佳（KONKA）LED46MS92DC 46英寸 全高清电视,"康佳, （, KONKA, ）, LED46MS92, DC, 46, 英寸, 全, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144824,
日立 (HITACHI)  LE26H100C 26英寸 LED高清液晶电视,"日立, (, HITACHI, ), LE26H100C, 26, 英寸, LED, 高清, 液晶, 电视",日立,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,日立,11108433,
日立 (HITACHI)  LE32H100C 32英寸 LED高清液晶电视,"日立, (, HITACHI, ), LE32H100C, 32, 英寸, LED, 高清, 液晶, 电视",日立,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,日立,11108444,
日立 (HITACHI)  LE42X100C 42英寸 LED全高清液晶电视,"日立, (, HITACHI, ), LE42X100C, 42, 英寸, LED, 全, 高清, 液晶, 电视",日立,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,日立,11108455,
日立 (HITACHI)  LE42X105C 42英寸 LED全高清液晶电视,"日立, (, HITACHI, ), LE42X105C, 42, 英寸, LED, 全, 高清, 液晶, 电视",日立,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,日立,11108466,
日立 (HITACHI)  LE46X105C 46英寸 LED全高清液晶电视,"日立, (, HITACHI, ), LE46X105C, 46, 英寸, LED, 全, 高清, 液晶, 电视",日立,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,日立,11108477,
松下42寸等离子电视42g20c,"松下, 42, 寸, 等离子电视, 42g20c",松下,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,松下,10045746,
松下42寸等离子电视42s25c,"松下, 42, 寸, 等离子电视, 42s25c",松下,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,松下,10045735,
松下46寸等离子电视46g20c,"松下, 46, 寸, 等离子电视, 46g20c",松下,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,松下,10045757,
海信24寸LCD液晶电视TLM24V68P,"海信, 24, 寸, LCD液晶电视, TLM24V68P",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10377001,
海信24寸LED液晶电视LED24K11P,"海信, 24, 寸, LED液晶电视, LED24K11P",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10692703,
海信24寸LED液晶电视LED24K16P,"海信, 24, 寸, LED液晶电视, LED24K16P",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045791,
海信24寸LED液晶电视LED24T29P,"海信, 24, 寸, LED液晶电视, LED24T29P",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045804,
海信32寸LCD液晶电视TLM32E01,"海信, 32, 寸, LCD液晶电视, TLM32E01",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081984,
海信32寸LCD液晶电视TLM32V66A,"海信, 32, 寸, LCD液晶电视, TLM32V66A",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045939,
海信32寸LCD液晶电视TLM32V78K,"海信, 32, 寸, LCD液晶电视, TLM32V78K",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046012,
海信32寸LED液晶电视LED32K11,"海信, 32, 寸, LED液晶电视, LED32K11",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10528639,
海信32寸LED液晶电视LED32T28KV,"海信, 32, 寸, LED液晶电视, LED32T28KV",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045826,
海信37寸LCD液晶电视TLM37E01,"海信, 37, 寸, LCD液晶电视, TLM37E01",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081973,
海信37寸LCD液晶电视TLM37V68,"海信, 37, 寸, LCD液晶电视, TLM37V68",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045984,
海信37寸LCD液晶电视TLM37V78X3D,"海信, 37, 寸, LCD液晶电视, TLM37V78X3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081075,
海信40寸LCD液晶电视TLM40V66PK,"海信, 40, 寸, LCD液晶电视, TLM40V66PK",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045940,
海信40寸LCD液晶电视TLM40V78PK,"海信, 40, 寸, LCD液晶电视, TLM40V78PK",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046023,
海信40寸LCD液晶电视TLM40V86PKV,"海信, 40, 寸, LCD液晶电视, TLM40V86PKV",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046089,
海信42寸LCD液晶电视TLM42E01,"海信, 42, 寸, LCD液晶电视, TLM42E01",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081962,
海信42寸LCD液晶电视TLM42V66PK,"海信, 42, 寸, LCD液晶电视, TLM42V66PK",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045951,
海信42寸LCD液晶电视TLM42V78PK,"海信, 42, 寸, LCD液晶电视, TLM42V78PK",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046034,
海信42寸LCD液晶电视TLM42V78X3D,"海信, 42, 寸, LCD液晶电视, TLM42V78X3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081053,
海信42寸LCD液晶电视TLM42V86PKV,"海信, 42, 寸, LCD液晶电视, TLM42V86PKV",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046090,
海信42寸LED液晶电视LED42K11P,"海信, 42, 寸, LED液晶电视, LED42K11P",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10528640,
海信42寸LED液晶电视LED42K16X3D,"海信, 42, 寸, LED液晶电视, LED42K16X3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081086,
海信42寸LED液晶电视LED42T29PR3D,"海信, 42, 寸, LED液晶电视, LED42T29PR3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081100,
海信46寸LCD液晶电视TLM46V66PK,"海信, 46, 寸, LCD液晶电视, TLM46V66PK",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045962,
海信46寸LED液晶电视LED46K01P,"海信, 46, 寸, LED液晶电视, LED46K01P",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11431826,
海信46寸液晶电视TLM46V66C,"海信, 46, 寸, 液晶, 电视, TLM46V66C",海信,1,"液晶, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11485339,
海信47寸LCD液晶电视TLM47V78X3D,"海信, 47, 寸, LCD液晶电视, TLM47V78X3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081064,
海信47寸LED液晶电视LED47T29PR3D,"海信, 47, 寸, LED液晶电视, LED47T29PR3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081111,
海信55寸LED液晶电视LED55T29GP,"海信, 55, 寸, LED液晶电视, LED55T29, GP",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045917,
海信55寸LED液晶电视LED55T29GP-3D,"海信, 55, 寸, LED液晶电视, LED55T29GP-3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10045928,
海信55寸LED液晶电视LED55T29PR3D,"海信, 55, 寸, LED液晶电视, LED55T29PR3D",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,11081122,
清华同方24寸LED液晶电视LE-24B90,"清华同方, 24, 寸, LED液晶电视, LE-24B90",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10325867,
清华同方26寸LCD液晶电视LC-26B85U,"清华同方, 26, 寸, LCD液晶电视, LC-26B85U",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10325787,
清华同方32寸LCD液晶电视LC-32B82E,"清华同方, 32, 寸, LCD液晶电视, LC-32B82E",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603415,
清华同方32寸LCD液晶电视LC-32B88E,"清华同方, 32, 寸, LCD液晶电视, LC-32B88E",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603426,
清华同方32寸LED液晶电视LE-32B90,"清华同方, 32, 寸, LED液晶电视, LE-32B90",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10325889,
清华同方32寸LED液晶电视LE-32B90i,"清华同方, 32, 寸, LED液晶电视, LE-32B90i",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603437,
清华同方42寸LCD液晶电视LC-42B82E,"清华同方, 42, 寸, LCD液晶电视, LC-42B82E",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603460,
清华同方42寸LCD液晶电视LC-42B88E,"清华同方, 42, 寸, LCD液晶电视, LC-42B88E",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603471,
清华同方42寸LCD液晶电视LC-42B91Ei,"清华同方, 42, 寸, LCD液晶电视, LC-42B91Ei",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10325845,
清华同方42寸LED液晶电视LE-42B90i,"清华同方, 42, 寸, LED液晶电视, LE-42B90i",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603448,
清华同方46寸LCD液晶电视LC-46B81,"清华同方, 46, 寸, LCD液晶电视, LC-46B81",清华同方,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,10603482,
清华同方（THTF）LED-46TX2800 46英寸 智能3D网络LED电视,"清华同方, （, THTF, ）, LED-46TX2800, 46, 英寸, 智能, 3D, 网络, LED, 电视",清华同方,1,"网络, led, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,11097782,
清华同方（THTF）LED-55TX2800 55英寸 智能3D网络LED电视,"清华同方, （, THTF, ）, LED-55TX2800, 55, 英寸, 智能, 3D, 网络, LED, 电视",清华同方,1,"网络, led, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,11097793,
Sony/索尼 KDL-24EX520   247寸 LED超薄 全高清液晶电视,"sony, /, 索尼, KDL-24EX520, 247, 寸, LED, 超薄, 全, 高清, 液晶, 电视",sony,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095797,
Sony/索尼 KDL-32CX520  32寸 全高清液晶电视,"sony, /, 索尼, KDL-32CX520, 32, 寸, 全, 高清, 液晶, 电视",sony,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095742,
Sony/索尼 KDL-40EX520  40寸  LED 全高清液晶电视,"sony, /, 索尼, KDL-40EX520, 40, 寸, LED, 全, 高清, 液晶, 电视",sony,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095800,
Sony/索尼 KDL-46CX520  46寸 全高清液晶电视,"sony, /, 索尼, KDL-46CX520, 46, 寸, 全, 高清, 液晶, 电视",sony,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095753,
Sony/索尼 KDL-46EX520  46寸  LED 全高清液晶电视,"sony, /, 索尼, KDL-46EX520, 46, 寸, LED, 全, 高清, 液晶, 电视",sony,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095764,
Sony/索尼 KDL-46HX800  46寸  LED 3D液晶 全高清液晶电视,"sony, /, 索尼, KDL-46HX800, 46, 寸, LED, 3D, 液晶, 全, 高清, 液晶, 电视",sony,1,"led, 液晶, 高清, 液晶, 电视",5,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11087722,
Sony/索尼 KDL-55EX710  55寸  LED 全高清液晶电视,"sony, /, 索尼, KDL-55EX710, 55, 寸, LED, 全, 高清, 液晶, 电视",sony,1,"led, 高清, 液晶, 电视",4,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11087733,
Sony/索尼 KLV-40BX420  40寸 全高清液晶电视,"sony, /, 索尼, KLV-40BX420, 40, 寸, 全, 高清, 液晶, 电视",sony,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095775,
Sony/索尼 KLV-40BX423  40寸 全高清液晶电视,"sony, /, 索尼, KLV-40BX423, 40, 寸, 全, 高清, 液晶, 电视",sony,1,"高清, 液晶, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,11095786,
索尼26寸LCD液晶电视机 26BX205,"索尼, 26, 寸, LCD, 液晶, 电视机, 26BX205",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662833,
索尼32寸LCD液晶电视机 32BX205,"索尼, 32, 寸, LCD, 液晶, 电视机, 32BX205",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662844,
索尼32寸LCD液晶电视机 32BX300,"索尼, 32, 寸, LCD, 液晶, 电视机, 32BX300",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662877,
索尼32寸液晶电视KLV-32BX320,"索尼, 32, 寸, 液晶, 电视, KLV-32BX320",索尼,1,"液晶, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,10796686,
索尼40寸LCD液晶电视机 40BX400,"索尼, 40, 寸, LCD, 液晶, 电视机, 40BX400",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662899,
索尼40寸LCD液晶电视机 40EX500,"索尼, 40, 寸, LCD, 液晶, 电视机, 40EX500",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662888,
索尼40寸LCD液晶电视机40BX421/3/5(团购),"索尼, 40, 寸, LCD, 液晶, 电视机, 40BX421/3/5, (, 团, 购, )",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,10702439,
索尼46寸3D液晶电视KDL-46hx8003d,"索尼, 46, 寸, 3D, 液晶, 电视, KDL-46hx8003d",索尼,1,"液晶, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,10045779,
索尼55寸LCD液晶电视机 55EX500,"索尼, 55, 寸, LCD, 液晶, 电视机, 55EX500",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662979,
三菱电机1.5P挂机空调MSH-BF12VC,"三菱电机, 1.5P, 挂机, 空调, MSH-BF12VC",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10790702,
三菱电机1.5P挂机空调MSH-CE12VD,"三菱电机, 1.5P, 挂机, 空调, MSH-CE12VD",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10790688,
三菱电机1.5P挂机空调MSZ-YE12VA,"三菱电机, 1.5P, 挂机, 空调, MSZ-YE12VA",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10790724,
三菱电机1.5匹变频挂壁式空调MSZ-PZF12VA,"三菱电机, 1.5, 匹, 变频, 挂壁式, 空调, MSZ-PZF12VA",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10968055,
三菱电机1P挂机空调MSH-BF09VC,"三菱电机, 1P, 挂机, 空调, MSH-BF09VC",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10790699,
三菱电机1P挂机空调MSH-CE09VD,"三菱电机, 1P, 挂机, 空调, MSH-CE09VD",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10790677,
三菱电机1P挂机空调MSZ-YE09VA,"三菱电机, 1P, 挂机, 空调, MSZ-YE09VA",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10790713,
三菱电机1匹变频挂壁式空调MSZ-PZF09VA,"三菱电机, 1, 匹, 变频, 挂壁式, 空调, MSZ-PZF09VA",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10968044,
三菱电机2.5匹变频柜式空调MFZ-PXE60VA,"三菱电机, 2.5, 匹, 变频, 柜式, 空调, MFZ-PXE60VA",三菱电机,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,三菱,10968135,
