"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"智高 0.5魅力中性笔12支装（黑）ZG-5010","智高, 0.5, 魅力, 中性笔, 12支, 装, （, 黑, ）, ZG-5010","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982022","中性笔"
"智高 0.7中性签字笔12支装（兰）ZG-4118","智高, 0.7, 中性, 签字笔, 12支, 装, （, 兰, ）, ZG-4118","智高","1","签字笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10981949","签字笔"
"智高 0.7中性签字笔12支装（黑）ZG-4118","智高, 0.7, 中性, 签字笔, 12支, 装, （, 黑, ）, ZG-4118","智高","1","签字笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10981938","签字笔"
"智高 1.0尊贵系列中性笔12支装（兰）ZG-5032","智高, 1.0, 尊贵, 系列, 中性笔, 12支, 装, （, 兰, ）, ZG-5032","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982191","中性笔"
"智高 1.0尊贵系列中性笔12支装（黑）ZG-5032","智高, 1.0, 尊贵, 系列, 中性笔, 12支, 装, （, 黑, ）, ZG-5032","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982180","中性笔"
"智高 办公中性笔12支装(兰色) 3984","智高, 办公, 中性笔, 12支, 装, (, 兰, 色, ), 3984","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570661","办公, 中性笔"
"智高 办公中性笔12支装(兰色) 3985","智高, 办公, 中性笔, 12支, 装, (, 兰, 色, ), 3985","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570694","办公, 中性笔"
"智高 办公中性笔12支装(兰色) 3986","智高, 办公, 中性笔, 12支, 装, (, 兰, 色, ), 3986","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570729","办公, 中性笔"
"智高 办公中性笔12支装(兰色) 3988","智高, 办公, 中性笔, 12支, 装, (, 兰, 色, ), 3988","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570752","办公, 中性笔"
"智高 办公中性笔12支装(红色) 3984","智高, 办公, 中性笔, 12支, 装, (, 红色, ), 3984","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570672","办公, 中性笔"
"智高 办公中性笔12支装(红色) 3985","智高, 办公, 中性笔, 12支, 装, (, 红色, ), 3985","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570707","办公, 中性笔"
"智高 办公中性笔12支装(红色) 3986","智高, 办公, 中性笔, 12支, 装, (, 红色, ), 3986","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570730","办公, 中性笔"
"智高 办公中性笔12支装(红色) 3988","智高, 办公, 中性笔, 12支, 装, (, 红色, ), 3988","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570763","办公, 中性笔"
"智高 办公中性笔12支装(黑色) 3984","智高, 办公, 中性笔, 12支, 装, (, 黑色, ), 3984","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570650","办公, 中性笔"
"智高 办公中性笔12支装(黑色) 3985","智高, 办公, 中性笔, 12支, 装, (, 黑色, ), 3985","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570683","办公, 中性笔"
"智高 办公中性笔12支装(黑色) 3986","智高, 办公, 中性笔, 12支, 装, (, 黑色, ), 3986","智高","1","办公, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570718","办公, 中性笔"
"智高 爱上小兔学生0.38中性笔12支装（兰）ZG-5037","智高, 爱上, 小兔, 学生, 0.38, 中性笔, 12支, 装, （, 兰, ）, ZG-5037","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982248","中性笔"
"智高 爱上小兔学生0.38中性笔12支装（黑）ZG-5037","智高, 爱上, 小兔, 学生, 0.38, 中性笔, 12支, 装, （, 黑, ）, ZG-5037","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982237","中性笔"
"智高 纯果奶学生0.38中性笔12支装（兰）ZG-5033","智高, 纯, 果, 奶, 学生, 0.38, 中性笔, 12支, 装, （, 兰, ）, ZG-5033","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982215","中性笔"
"智高 纯果奶学生0.38中性笔12支装（黑）ZG-5033","智高, 纯, 果, 奶, 学生, 0.38, 中性笔, 12支, 装, （, 黑, ）, ZG-5033","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982204","中性笔"
"智高 考试专用中性笔12支装(兰色)","智高, 考试, 专用, 中性笔, 12支, 装, (, 兰, 色, )","智高","1","考试, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570649","考试, 中性笔"
"智高 考试专用中性笔12支装(黑色)","智高, 考试, 专用, 中性笔, 12支, 装, (, 黑色, )","智高","1","考试, 中性笔","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570638","考试, 中性笔"
"智高 转转笔 ZG-5020","智高, 转转, 笔, ZG-5020","智高","99999","笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10981563","笔"
"智高 靓彩学生0.38中性笔（兰）ZG-5035","智高, 靓, 彩, 学生, 0.38, 中性笔, （, 兰, ）, ZG-5035","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","10982226","中性笔"
"智高 风雅中性笔12支装（兰色）","智高, 风雅, 中性笔, 12支, 装, （, 兰, 色, ）","智高","1","中性笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","智高","570785","中性笔"
"班马 签字笔(BE-100)红","班马, 签字笔, (, BE-100, ), 红","班马","1","签字笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","班马","9672371","签字笔"
"班马 签字笔(BE-100)蓝","班马, 签字笔, (, BE-100, ), 蓝","班马","1","签字笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","班马","9672360","签字笔"
"班马 签字笔(BE-100)黑 10支/盒","班马, 签字笔, (, BE-100, ), 黑, 10支, /, 盒","班马","1","签字笔, 盒","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","班马","10498201","签字笔"
"班马 签字笔(BE-100)黑 2支起售","班马, 签字笔, (, BE-100, ), 黑, 2支, 起, 售","班马","1","签字笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","班马","9672359","签字笔"
"真彩 GP-009水笔（0.5mm 红色 单支出售）","真彩, GP-009, 水笔, （, 0.5mm, 红色, 单, 支, 出售, ）","真彩","1","水笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","真彩","565286","水笔"
"真彩 GP-009水笔（0.5mm 蓝色 单支出售）","真彩, GP-009, 水笔, （, 0.5mm, 蓝色, 单, 支, 出售, ）","真彩","1","水笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","真彩","565275","水笔"
"真彩 GP-009水笔（0.5mm 黑色 单支出售）","真彩, GP-009, 水笔, （, 0.5mm, 黑色, 单, 支, 出售, ）","真彩","1","水笔","1","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","真彩","508496","水笔"
"真彩 水笔 12支/盒GP-009红","真彩, 水笔, 12支, /, 盒, GP-009, 红","真彩","1","水笔, 盒","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","真彩","9682228","水笔"
"真彩 水笔 12支/盒GP-009蓝","真彩, 水笔, 12支, /, 盒, GP-009, 蓝","真彩","1","水笔, 盒","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","真彩","9682217","水笔"
"真彩 水笔 12支/盒GP-009黑","真彩, 水笔, 12支, /, 盒, GP-009, 黑","真彩","1","水笔, 盒","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","真彩","9682206","水笔"
"金万年 台笔977","金万年, 台笔, 977","金万年","1","","0","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","金万年","9682353",""
"金万年 水笔 12支/盒欧标","金万年, 水笔, 12支, /, 盒, 欧标","金万年","1","水笔, 盒","2","0-361-16629-16784-16828:办公用品-办公文具-书写修正-水笔/中性笔","金万年","9682364","水笔"
"北威 18ML钢头修正液","北威, 18ML, 钢, 头, 修正液","北威","1","修正液","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","北威","569835","修正液"
"北威 YM-210修正带 （单支出售）","北威, YM-210, 修正带, （, 单, 支, 出售, ）","北威","1","修正带","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","北威","508667","修正带"
"北威 修正带24M*5MM","北威, 修正带, 24M, *, 5MM","北威","1","修正带","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","北威","569846","修正带"
"北威 修正带6M*5MM","北威, 修正带, 6M, *, 5MM","北威","1","修正带","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","北威","569868","修正带"
"北威 修正带8M*5MM","北威, 修正带, 8M, *, 5MM","北威","1","修正带","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","北威","569857","修正带"
"北威 修正带YM-809A（5MM*6M）","北威, 修正带, YM-809A, （, 5MM, *, 6M, ）","北威","1","修正带","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","北威","10367154","修正带"
"南韩 韩国橡皮 30块/盒200A","南韩, 韩国, 橡皮, 30, 块, /, 盒, 200A","南韩","1","橡皮, 盒","2","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","南韩","9682308","橡皮"
"得力 4B美术橡皮（大）7535","得力, 4B, 美术, 橡皮, （, 大, ）, 7535","得力","1","橡皮","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","得力","10368373","橡皮"
"得力DELI 7534(4B)美术用 小橡皮擦 黄色（30块/盒）","得力, DELI, 7534, (, 4B, ), 美术, 用, 小, 橡皮擦, 黄色, （, 30, 块, /, 盒, ）","得力","1","","0","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","得力","9683163",""
"白雪 修正液X-7101Z","白雪, 修正液, X-7101Z","白雪","1","修正液","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","白雪","10367165","修正液"
"蜻蜓 修正带CT-CC5（5MM*6M）","蜻蜓, 修正带, CT-CC5, （, 5MM, *, 6M, ）","蜻蜓","1","修正带","1","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","蜻蜓","10674596","修正带"
"辉伯嘉 7016-40钢笔橡皮 40块/盒","辉伯嘉, 7016-40, 钢笔, 橡皮, 40, 块, /, 盒","辉伯嘉","1","钢笔, 橡皮, 盒","3","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","辉伯嘉","10529030","钢笔, 橡皮"
"辉伯嘉 钢笔橡皮 40块/盒7016-40","辉伯嘉, 钢笔, 橡皮, 40, 块, /, 盒, 7016-40","辉伯嘉","1","钢笔, 橡皮, 盒","3","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","辉伯嘉","9682295","钢笔, 橡皮"
"长城 绘图橡皮1130","长城, 绘图, 橡皮, 1130","长城","1","绘图, 橡皮","2","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","长城","9681805","绘图, 橡皮"
"长城 绘图橡皮1131","长城, 绘图, 橡皮, 1131","长城","1","绘图, 橡皮","2","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","长城","9681827","绘图, 橡皮"
"长城 绘图橡皮1132","长城, 绘图, 橡皮, 1132","长城","1","绘图, 橡皮","2","0-361-16629-16784-16829:办公用品-办公文具-书写修正-修正用品","长城","9681816","绘图, 橡皮"
"国产粉笔(白)","国产, 粉笔, (, 白, )","国产","1","粉笔","1","0-361-16629-16784-16830:办公用品-办公文具-书写修正-书法用品","其他","10445100","粉笔"
"斑马 秀丽笔(小楷)","斑马, 秀丽, 笔, (, 小楷, )","斑马","99999","笔","1","0-361-16629-16784-16830:办公用品-办公文具-书写修正-书法用品","斑马","9995840","笔"
"白金 CF-200CA秀丽笔(黑色 单支出售）","白金, CF-200CA, 秀丽, 笔, (, 黑色, 单, 支, 出售, ）","白金","99999","笔","1","0-361-16629-16784-16830:办公用品-办公文具-书写修正-书法用品","白金","508509","笔"
"万能通 荧光笔B6169 10支/盒","万能通, 荧光笔, B6169, 10支, /, 盒","万能通","1","荧光笔, 盒","2","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","万能通","9682024","荧光笔"
"斯塔 荧光笔3640-1","斯塔, 荧光笔, 3640-1","斯塔","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","斯塔","10367143","荧光笔"
"斯塔 荧光笔3640-2 红色","斯塔, 荧光笔, 3640-2, 红色","斯塔","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","斯塔","9682397","荧光笔"
"斯塔 荧光笔3640-23 粉红色","斯塔, 荧光笔, 3640-23, 粉红色","斯塔","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","斯塔","9682411","荧光笔"
"斯塔 荧光笔3640-3 蓝色","斯塔, 荧光笔, 3640-3, 蓝色","斯塔","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","斯塔","9682386","荧光笔"
"斯塔 荧光笔3640-5 绿色","斯塔, 荧光笔, 3640-5, 绿色","斯塔","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","斯塔","9682400","荧光笔"
"施德楼 364荧光笔颜色随机发送（2支起售）","施德楼, 364, 荧光笔, 颜色, 随机, 发送, （, 2支, 起, 售, ）","施德楼","1","荧光笔, 颜色","2","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","施德楼","508587","荧光笔"
"晨光 MF-5301 荧光笔 绿色","晨光, MF-5301, 荧光笔, 绿色","晨光","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","晨光","10674132","荧光笔"
"晨光 MF-5301 荧光笔 蓝色","晨光, MF-5301, 荧光笔, 蓝色","晨光","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","晨光","10674745","荧光笔"
"智高 荧光笔6支装 ZG-4102","智高, 荧光笔, 6支, 装, ZG-4102","智高","1","荧光笔","1","0-361-16629-16784-16831:办公用品-办公文具-书写修正-荧光笔","智高","570285","荧光笔"
"三菱MITSUBISHI PX-20 油漆笔 红色","三菱, MITSUBISHI, PX-20, 油漆笔, 红色","三菱","1","油漆笔","1","0-361-16629-16784-16832:办公用品-办公文具-书写修正-油漆笔","三菱","508407","油漆笔"
"三菱MITSUBISHI PX-20 油漆笔 蓝色","三菱, MITSUBISHI, PX-20, 油漆笔, 蓝色","三菱","1","油漆笔","1","0-361-16629-16784-16832:办公用品-办公文具-书写修正-油漆笔","三菱","508418","油漆笔"
"三菱MITSUBISHI PX-20 油漆笔 黑色","三菱, MITSUBISHI, PX-20, 油漆笔, 黑色","三菱","1","油漆笔","1","0-361-16629-16784-16832:办公用品-办公文具-书写修正-油漆笔","三菱","508394","油漆笔"
"斑马 白色油漆笔 10支/盒 整盒起订","斑马, 白色, 油漆笔, 10支, /, 盒, 整盒, 起, 订","斑马","1","油漆笔, 盒","2","0-361-16629-16784-16832:办公用品-办公文具-书写修正-油漆笔","斑马","10264650","油漆笔"
"斑马 红色油漆笔 10支/盒 整盒起订","斑马, 红色, 油漆笔, 10支, /, 盒, 整盒, 起, 订","斑马","1","油漆笔, 盒","2","0-361-16629-16784-16832:办公用品-办公文具-书写修正-油漆笔","斑马","10264649","油漆笔"
"中华 2B铅笔(2B/10支)","中华, 2B, 铅笔, (, 2B, /, 10支, )","中华","1","铅笔","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","中华","9672575","铅笔"
"中华 HB铅笔(HB/10支)","中华, HB, 铅笔, (, HB, /, 10支, )","中华","1","铅笔","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","中华","9672564","铅笔"
"斑马 MP-100活动铅笔（0.5mm 2支起售）","斑马, MP-100, 活动铅笔, （, 0.5mm, 2支, 起, 售, ）","斑马","1","活动铅笔","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","斑马","508656","活动铅笔"
"晨光  MP-1190  0.5mm自动铅笔","晨光, MP-1190, 0.5mm, 自动铅笔","晨光","1","","0","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","晨光","10367132",""
"智高 小熊维尼自动铅+铅芯卡装 DY-3014","智高, 小熊维尼, 自动, 铅, +, 铅芯, 卡, 装, DY-3014","智高","1","铅芯","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","智高","570274","铅芯"
"智高 智高铅笔套装 DY-6022","智高, 智高, 铅笔, 套装, DY-6022","智高","1","铅笔, 套装","2","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","智高","10981814","铅笔, 套装"
"派通 活动铅笔(AX-105)","派通, 活动铅笔, (, AX-105, )","派通","1","活动铅笔","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","派通","9672542","活动铅笔"
"米奇 三角自动铅笔DM6101-X","米奇, 三角, 自动铅笔, DM6101-X","米奇","1","","0","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","米奇","9782483",""
"马可 6支装HB卡通皮头铅笔4000E-6BL （整卡出售）","马可, 6支, 装, HB, 卡通, 皮头, 铅笔, 4000E-6BL, （, 整, 卡, 出售, ）","马可","1","卡通, 皮头, 铅笔","3","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","马可","508623","卡通, 皮头, 铅笔"
"马可 HB 4200E-6BL铅笔 （整卡出售）","马可, HB, 4200E-6BL, 铅笔, （, 整, 卡, 出售, ）","马可","1","铅笔","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","马可","508634","铅笔"
"马可 考试专用铅笔 7001-2BL （整卡出售）","马可, 考试, 专用, 铅笔, 7001-2BL, （, 整, 卡, 出售, ）","马可","1","考试, 铅笔","2","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","马可","508612","考试, 铅笔"
"马可 荧光记号铅笔 6支装 （一盒出售）","马可, 荧光, 记号, 铅笔, 6支, 装, （, 一盒, 出售, ）","马可","1","铅笔","1","0-361-16629-16784-16833:办公用品-办公文具-书写修正-铅笔/活动铅笔","马可","508645","铅笔"
"得力DELI 5030(A4)30页 资料册 颜色随机","得力, DELI, 5030, (, A4, ), 30, 页, 资料册, 颜色, 随机","得力","1","资料册, 颜色","2","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","得力","9670557","资料册"
"得力DELI 5040(A4)40页 资料册 颜色随机","得力, DELI, 5040, (, A4, ), 40, 页, 资料册, 颜色, 随机","得力","1","资料册, 颜色","2","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","得力","9670568","资料册"
"得力DELI 5060(A4)60页 资料册 颜色随机","得力, DELI, 5060, (, A4, ), 60, 页, 资料册, 颜色, 随机","得力","1","资料册, 颜色","2","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","得力","9670579","资料册"
"易达 通用型资料册 40页 (A4 蓝色)87405","易达, 通用, 型, 资料册, 40, 页, (, A4, 蓝色, ), 87405","易达","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","易达","10277620","资料册"
"易达 通用型资料册 60页 (A4 蓝色)87605","易达, 通用, 型, 资料册, 60, 页, (, A4, 蓝色, ), 87605","易达","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","易达","10277642","资料册"
"易达 通用型资料册 60页 (A4 黑色)87607","易达, 通用, 型, 资料册, 60, 页, (, A4, 黑色, ), 87607","易达","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","易达","10277631","资料册"
"易达 通用型资料册100页 蓝色 87005","易达, 通用, 型, 资料册, 100, 页, 蓝色, 87005","易达","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","易达","10277686","资料册"
"易达 通用型资料册80页 蓝色 87805","易达, 通用, 型, 资料册, 80, 页, 蓝色, 87805","易达","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","易达","10277664","资料册"
"钊盛 ZS-40A资料册(中红 单个出售）","钊盛, ZS-40A, 资料册, (, 中, 红, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","508907","资料册"
"钊盛 ZS-40A资料册(中绿 单个出售）","钊盛, ZS-40A, 资料册, (, 中, 绿, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565628","资料册"
"钊盛 ZS-40A资料册(中蓝 单个出售）","钊盛, ZS-40A, 资料册, (, 中, 蓝, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565617","资料册"
"钊盛 ZS-40A资料册(灰 单个出售）","钊盛, ZS-40A, 资料册, (, 灰, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565593","资料册"
"钊盛 ZS-40A资料册(黑 单个出售）","钊盛, ZS-40A, 资料册, (, 黑, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565582","资料册"
"钊盛 ZS-60A资料册（60页 中红 单个出售）","钊盛, ZS-60A, 资料册, （, 60, 页, 中, 红, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","508918","资料册"
"钊盛 ZS-60A资料册（60页 中绿 单个出售）","钊盛, ZS-60A, 资料册, （, 60, 页, 中, 绿, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565673","资料册"
"钊盛 ZS-60A资料册（60页 中蓝 单个出售）","钊盛, ZS-60A, 资料册, （, 60, 页, 中, 蓝, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565662","资料册"
"钊盛 ZS-60A资料册（60页 灰 单个出售）","钊盛, ZS-60A, 资料册, （, 60, 页, 灰, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565640","资料册"
"钊盛 ZS-60A资料册（60页 黑 单个出售）","钊盛, ZS-60A, 资料册, （, 60, 页, 黑, 单个, 出售, ）","钊盛","1","资料册","1","0-361-16629-16785-16835:办公用品-办公文具-文件管理-资料册","钊盛","565639","资料册"
"吉丽 书写板夹A4(G3413)","吉丽, 书写, 板夹, A4, (, G3413, )","吉丽","1","板夹","1","0-361-16629-16785-16836:办公用品-办公文具-文件管理-板夹","吉丽","9672122","板夹"
"得力DELI 925(328MM×217MM) 书写板夹 颜色随机","得力, DELI, 925, (, 328MM, ×, 217MM, ), 书写, 板夹, 颜色, 随机","得力","1","板夹, 颜色","2","0-361-16629-16785-16836:办公用品-办公文具-文件管理-板夹","得力","9671629","板夹"
"益而高 书写板夹EG-061 颜色随机","益而高, 书写, 板夹, EG-061, 颜色, 随机","益而高","1","板夹, 颜色","2","0-361-16629-16785-16836:办公用品-办公文具-文件管理-板夹","益而高","9682171","板夹"
"齐心 长押夹加板夹(A604)明丽蓝色","齐心, 长, 押, 夹, 加, 板夹, (, A604, ), 明丽, 蓝色","齐心","1","夹, 板夹","2","0-361-16629-16785-16836:办公用品-办公文具-文件管理-板夹","齐心","9672280","板夹"
"齐心 长押夹加板夹(A604)黑色","齐心, 长, 押, 夹, 加, 板夹, (, A604, ), 黑色","齐心","1","夹, 板夹","2","0-361-16629-16785-16836:办公用品-办公文具-文件管理-板夹","齐心","9672279","板夹"
"华杰 单片夹（二页保护袋）E310 30只/包","华杰, 单片, 夹, （, 二页, 保护, 袋, ）, E310, 30, 只, /, 包","华杰","99999","夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","华杰","9682035","夹"
"易达 五色拉杆文件夹/抽杆夹(A4 彩色 实色/透明色 5个/包)701001","易达, 五色, 拉杆, 文件夹, /, 抽, 杆, 夹, (, A4, 彩色, 实, 色, /, 透明, 色, 5, 个, /, 包, ), 701001","易达","1","文件夹, 夹","2","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","易达","10277857","文件夹"
"易达 五色拉杆文件夹（A4 透明磨砂封面配透明宽杆 5个/包）701002","易达, 五色, 拉杆, 文件夹, （, A4, 透明, 磨砂, 封面, 配, 透明, 宽, 杆, 5, 个, /, 包, ）, 701002","易达","1","文件夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","易达","10277868","文件夹"
"易达 利市V系 O型双孔文件夹(A4 背宽25mm 蓝色） LZ4538-35","易达, 利市, V, 系, O, 型, 双, 孔, 文件夹, (, A4, 背, 宽, 25mm, 蓝色, ）, LZ4538-35","易达","1","文件夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","易达","10277335","文件夹"
"易达 利市V系 空格包（A4 背宽40mm 蓝色）LZ4531-35","易达, 利市, V, 系, 空格, 包, （, A4, 背, 宽, 40mm, 蓝色, ）, LZ4531-35","易达","1","","0","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","易达","10277346",""
"易达 盈砂O型双孔文件夹（A4 背宽20mm 盈砂白）49029","易达, 盈, 砂, O, 型, 双, 孔, 文件夹, （, A4, 背, 宽, 20mm, 盈, 砂, 白, ）, 49029","易达","1","文件夹","1","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","易达","10277357","文件夹"
"钊盛 ZS-E320单片(明红色 单包出售）","钊盛, ZS-E320, 单片, (, 明, 红色, 单, 包, 出售, ）","钊盛","1","","0","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505082",""
"钊盛 ZS-E320单片(明绿色 单包出售）","钊盛, ZS-E320, 单片, (, 明, 绿色, 单, 包, 出售, ）","钊盛","1","","0","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505071",""
"钊盛 ZS-E320单片(明蓝色 单包出售）","钊盛, ZS-E320, 单片, (, 明, 蓝色, 单, 包, 出售, ）","钊盛","1","","0","0-361-16629-16785-16837:办公用品-办公文具-文件管理-报告夹","钊盛","9505060",""
