商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
爱国者 aigo 录音王R5508-2G(红）,"爱国者, aigo, 录音, 王, R5508-2G, (, 红, ）",爱国者,1,,0,0-950560-950637-19310-19313:手机数码电脑、家电-数码电器-数码影音-录音笔,爱国者,11214203,
AKG 耳塞式耳机 K340 甘草色,"AKG, 耳塞式, 耳机, K340, 甘草, 色",akg,1,"耳机, 甘草",2,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,AKG,10404565,耳机
元声YS 新耳机耳麦产品 B-005(耳麦),"元声, YS, 新, 耳机, 耳麦, 产品, B-005, (, 耳麦, )",元声,1,"耳机, 耳麦",2,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,元声,471329,"耳机, 耳麦"
salar 声籁 A504 头戴式耳机 白色,"salar, 声籁, A504, 头戴式, 耳机, 白色",salar,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,声籁,10683611,耳机
salar 声籁 K30 卫挂式耳机 绿,"salar, 声籁, K30, 卫, 挂式, 耳机, 绿",salar,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,声籁,10683677,耳机
惠普 SW700入耳式立体声耳机XU228PA,"惠普, SW700, 入耳式, 立体声, 耳机, XU228PA",惠普,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,惠普,10676047,耳机
Panasonic 松下RP-HJE100GK-K 入耳式耳机 黑色,"panasonic, 松下, RP-HJE100GK-K, 入耳式, 耳机, 黑色",panasonic,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,松下,10441904,耳机
Panasonic 松下RP-HJE240-R 入耳式耳机 红色,"panasonic, 松下, RP-HJE240-R, 入耳式, 耳机, 红色",panasonic,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,松下,10442043,耳机
Somic 硕美科 G945 7.1环绕立体声效游戏耳机(白色),"somic, 硕美科, G945, 7.1, 环绕, 立体, 声效, 游戏, 耳机, (, 白色, )",somic,1,"游戏, 耳机",2,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,硕美科,10608078,耳机
somic 硕美科 声丽  ST-407 耳麦（灰色）,"somic, 硕美科, 声丽, ST-407, 耳麦, （, 灰色, ）",somic,1,耳麦,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,硕美科,10404214,耳麦
somic 硕美科 音乐耳机 EFI82PRO,"somic, 硕美科, 音乐, 耳机, EFI82, PRO",somic,1,"音乐, 耳机",2,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,硕美科,10325618,耳机
铁三角便携式耳机ATH-ON300 PL (紫色),"铁三角, 便携式, 耳机, ATH-ON300, PL, (, 紫色, )",铁三角,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,铁三角,10396459,耳机
铁三角入耳式耳塞ATH-CKM30 RD (红色),"铁三角, 入耳式, 耳塞, ATH-CKM30, RD, (, 红色, )",铁三角,1,耳塞,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,铁三角,10403233,耳塞
铁三角入耳式耳塞ATH-CKM55 WH (白色),"铁三角, 入耳式, 耳塞, ATH-CKM55, WH, (, 白色, )",铁三角,1,耳塞,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,铁三角,10403186,耳塞
飞利浦耳机SHE1350/00（黑色）,"飞利浦, 耳机, SHE1350/00, （, 黑色, ）",飞利浦,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,飞利浦,10061082,耳机
飞利浦耳机SHS4701/97,"飞利浦, 耳机, SHS4701/97",飞利浦,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,飞利浦,10061275,耳机
飞利浦（philips）奥尼尔SHO8802/10头带式耳机,"飞利浦, （, philips, ）, 奥尼, 尔, SHO8802/10, 头, 带, 式, 耳机",飞利浦,1,耳机,1,0-950560-950637-19310-19314:手机数码电脑、家电-数码电器-数码影音-耳机 /耳麦,飞利浦,11060643,耳机
三诺多媒体音箱 LA-6900P,"三诺, 多媒体音箱, LA-6900P",三诺,1,多媒体音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,三诺,10542582,多媒体音箱
三诺多媒体音箱 N-25G,"三诺, 多媒体音箱, N-25G",三诺,1,多媒体音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,三诺,10542526,多媒体音箱
声湃思 便携音箱S011 黑色,"声湃思, 便携音箱, S011, 黑色",声湃思,1,,0,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,声湃思,10444594,便携音箱
惠普 笔记本立体声音箱XA761PA 黑鹂,"惠普, 笔记本, 立体声, 音箱, XA761PA, 黑, 鹂",惠普,1,"笔记本, 音箱",2,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,惠普,10675986,音箱
Edifier 漫步者 C5 简约系列 多媒体音箱,"edifier, 漫步者, C5, 简约, 系列, 多媒体音箱",edifier,1,多媒体音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,漫步者,10927283,多媒体音箱
漫步者音箱DA5000,"漫步者, 音箱, DA5000",漫步者,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,漫步者,10306055,音箱
漫步者音箱E2200,"漫步者, 音箱, E2200",漫步者,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,漫步者,10305712,音箱
漫步者音箱R301T北美,"漫步者, 音箱, R301T, 北美",漫步者,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,漫步者,10305676,音箱
爱国者 aigo 数码音响SP-E091(白）,"爱国者, aigo, 数码, 音响, SP-E091, (, 白, ）",爱国者,1,数码,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,爱国者,11214087,数码
罗技 Logitech Z103 音箱,"罗技, logitech, Z103, 音箱",罗技,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,罗技Logitech,10593927,音箱
罗技 Logitech Z520 音箱,"罗技, logitech, Z520, 音箱",罗技,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,罗技Logitech,10593949,音箱
飞利浦2.0音箱SPA4210/97,"飞利浦, 2.0, 音箱, SPA4210/97",飞利浦,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,飞利浦,10863384,音箱
飞利浦多媒体音箱spa3251,"飞利浦, 多媒体音箱, spa3251",飞利浦,1,多媒体音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,飞利浦,9969395,多媒体音箱
魔杰时尚音箱Q3,"魔杰, 时尚, 音箱, Q3",魔杰,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,魔杰,11125498,音箱
魔杰时尚音箱Q30,"魔杰, 时尚, 音箱, Q30",魔杰,1,音箱,1,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,魔杰,11125523,音箱
魔杰时尚音箱Q50 章鱼卡通音箱，外型帅气时尚。这是一款一体式2.1声道的iPod 音箱,"魔杰, 时尚, 音箱, Q50, 章鱼, 卡通, 音箱, ，, 外型, 帅气, 时尚, 。, 这是, 一款, 一, 体式, 2.1, 声道, 的, iPod, 音箱",魔杰,1,"音箱, 卡通, 音箱, ipod, 音箱",5,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,魔杰,11125534,"音箱, 音箱, 音箱"
"魔杰时尚音箱R10 FM收音机功能(可预设保存20个频道)，支持iPhone 和iPod 音乐和视频播放,蓝色LCD液晶显示屏","魔杰, 时尚, 音箱, R10, FM, 收音机, 功能, (, 可, 预设, 保存, 20, 个, 频道, ), ，, 支持, iPhone, 和, iPod, 音, 乐和, 视频, 播放, ,, 蓝色, LCD, 液晶, 显示屏",魔杰,1,"音箱, fm, 收音机, ipod, 液晶",5,0-950560-950637-19310-19316:手机数码电脑、家电-数码电器-数码影音-音箱,魔杰,11125501,"音箱, 收音机, 液晶"
清华同方（TSINGHUA TONGFANG）R58 点读笔 标准版  4GB/ 充电锂电池  10本书+认知贴,"清华同方, （, TSINGHUA, TONGFANG, ）, R58, 点读笔, 标准版, 4GB, /, 充电, 锂电池, 10, 本书, +, 认知, 贴",清华同方,1,"点读笔, 认知, 贴",3,0-950560-950637-19310-19320:手机数码电脑、家电-数码电器-数码影音-电子教育,清华同方,11401380,点读笔
漫步者音箱赠品精美雨伞,"漫步者, 音箱, 赠品, 精美, 雨伞",漫步者,1,"音箱, 雨伞",2,0-950560-950637-19310-19362:手机数码电脑、家电-数码电器-数码影音-其它数码影音配件,漫步者,10791238,"音箱, 雨伞"
HTC T9199 3G手机 香槟金 CDMA2000/GSM 电信定制机,"HTC, T9199, 3G手机, 香槟, 金, CDMA2000, /, GSM, 电信, 定制, 机",htc,1,"3g手机, gsm, 定制",3,0-950560-950650-16085:手机数码电脑、家电-手机通讯-3G手机,HTC,10496603,3g手机
索尼爱立信手机M1i 白色（联通定制机）,"索尼爱立信, 手机, M1i, 白色, （, 联通, 定制, 机, ）",索尼爱立信,1,手机,1,0-950560-950650-16085:手机数码电脑、家电-手机通讯-3G手机,索尼爱立信,10187425,手机
索尼爱立信（Sony Ericsson）E16I 3G手机 WCDMA/GSM （黑/蓝）非定制,"索尼爱立信, （, Sony, ericsson, ）, E16I, 3G手机, WCDMA, /, GSM, （, 黑, /, 蓝, ）, 非, 定制",索尼爱立信,1,"3g手机, gsm, 定制",3,0-950560-950650-16085:手机数码电脑、家电-手机通讯-3G手机,索尼爱立信,11386382,3g手机
三星E2558手机（深黑）,"三星, E2558, 手机, （, 深, 黑, ）",三星,1,手机,1,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,三星,10808396,手机
三星S5628i手机（摩天银）,"三星, S5628i, 手机, （, 摩, 天银, ）",三星,1,手机,1,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,三星,10808454,手机
刮刮卡 诺基亚赠品,"刮, 刮, 卡, 诺基亚, 赠品",诺基亚,1,,0,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,10368624,
诺基亚 5130 GSM手机（红色） 非移动定制机,"诺基亚, 5130, GSM, 手机, （, 红色, ）, 非, 移动, 定制, 机",诺基亚,1,"gsm, 手机, 移动, 定制",4,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,9709619,手机
诺基亚 E52白色(普通版）,"诺基亚, E52, 白色, (, 普通, 版, ）",诺基亚,1,,0,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,9680595,
诺基亚N2710c手机 白（导航版）,"诺基亚, N2710c, 手机, 白, （, 导航, 版, ）",诺基亚,1,手机,1,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,10100580,手机
诺基亚N97 Mini手机 深红（导航版）,"诺基亚, N97, mini, 手机, 深红, （, 导航, 版, ）",诺基亚,1,手机,1,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,10100535,手机
诺基亚手机 5250 蓝色,"诺基亚, 手机, 5250, 蓝色",诺基亚,1,手机,1,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,10753465,手机
诺基亚Ｅ７赠品太阳能充电宝,"诺基亚, Ｅ, ７, 赠品, 太阳能, 充电, 宝",诺基亚,1,,0,0-950560-950650-950651:手机数码电脑、家电-手机通讯-GSM,诺基亚,10950513,
手机工坊(shoujidiy)索爱X10I 豹纹诱惑,"手机工坊, (, shoujidiy, ), 索爱, X10I, 豹纹, 诱惑",手机工坊,1,,0,0-950560-950650-950655-19167:手机数码电脑、家电-手机通讯-手机配件-手机保护壳,手机工坊(shoujidiy),10868823,
手机工坊(shoujidiy)苹果IPHONE4个性化保护壳(嘶声呐喊）,"手机工坊, (, shoujidiy, ), 苹果, IPHONE4, 个性化, 保护壳, (, 嘶, 声, 呐喊, ）",手机工坊,1,"苹果, 保护壳",2,0-950560-950650-950655-19167:手机数码电脑、家电-手机通讯-手机配件-手机保护壳,手机工坊(shoujidiy),10784028,保护壳
诺基亚 原装蓝牙 BH-105 黑色,"诺基亚, 原装, 蓝牙, BH-105, 黑色",诺基亚,1,蓝牙,1,0-950560-950650-950655-19186:手机数码电脑、家电-手机通讯-手机配件-蓝牙耳机,诺基亚,9669812,
诺基亚蓝牙BH-213,"诺基亚, 蓝牙, BH-213",诺基亚,1,蓝牙,1,0-950560-950650-950655-19186:手机数码电脑、家电-手机通讯-手机配件-蓝牙耳机,诺基亚,10451237,
手机工坊(shoujidiy)苹果IPAD个性化保护壳(吉田耀司）,"手机工坊, (, shoujidiy, ), 苹果, IPAD, 个性化, 保护壳, (, 吉田耀司, ）",手机工坊,1,"苹果, ipad, 保护壳",3,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,手机工坊(shoujidiy),10784255,保护壳
硕美科M51迷你无线鼠标 蓝,"硕美科, M51, 迷你, 无线鼠标, 蓝",硕美科,1,无线鼠标,1,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,硕美科,10360197,无线鼠标
Logitech 罗技 M125 蓝色 笔记本鼠标,"logitech, 罗技, M125, 蓝色, 笔记本, 鼠标",logitech,1,"笔记本, 鼠标",2,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,罗技Logitech,10164020,鼠标
罗技 Logitech 2.4G无线键鼠套装MK250,"罗技, logitech, 2.4G, 无线, 键鼠套装, MK250",罗技,1,键鼠套装,1,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,罗技Logitech,405663,键鼠套装
罗技 Logitech 有线鼠标LS1激光鼠标 黑色绿边,"罗技, logitech, 有线鼠标, LS1, 激光, 鼠标, 黑色, 绿, 边",罗技,1,"有线鼠标, 鼠标",2,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,罗技Logitech,337246,"有线鼠标, 鼠标"
罗技（logitech） M235（银色）无线鼠标 手感舒适、性能可靠，从此告别触摸板,"罗技, （, logitech, ）, M235, （, 银色, ）, 无线鼠标, 手感, 舒适, 、, 性能, 可靠, ，, 从此, 告别, 触摸, 板",罗技,1,"无线鼠标, 板",2,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,罗技Logitech,11409088,无线鼠标
罗技（logitech） M325（银色）无线鼠标 为网页浏览而设计的无线鼠标,"罗技, （, logitech, ）, M325, （, 银色, ）, 无线鼠标, 为, 网页, 浏览, 而, 设计, 的, 无线鼠标",罗技,1,"无线鼠标, 无线鼠标",2,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,罗技Logitech,11409077,"无线鼠标, 无线鼠标"
酷奇 笔记本电脑散热垫 CP-005白,"酷奇, 笔记本电脑, 散热, 垫, CP-005, 白",酷奇,1,"笔记本电脑, 垫",2,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,酷奇,9823125,
酷奇 笔记本电脑散热垫 CP-009粉,"酷奇, 笔记本电脑, 散热, 垫, CP-009, 粉",酷奇,1,"笔记本电脑, 垫, 粉",3,0-950560-950656-17077-17080:手机数码电脑、家电-电脑产品-电脑配件-电脑附件,酷奇,9823250,垫
三星 SAMSUNG NP-N145-JP02CN 笔记本电脑,"三星, SAMSUNG, NP-N145-JP02CN, 笔记本电脑",三星,1,笔记本电脑,1,0-950560-950656-17086:手机数码电脑、家电-电脑产品-笔记本电脑,三星,11630594,笔记本电脑
华硕（ASUS）A40EI74JR-SL 14.0 英寸笔记本电脑 （i7-740QM 2G 7200转320G 1G独显 DVDRW DOS）,"华硕, （, ASUS, ）, A40EI74JR-SL, 14.0, 英寸, 笔记本电脑, （, i7-740QM, 2G, 7200, 转, 320G, 1G, 独, 显, DVDRW, DOS, ）",华硕,1,笔记本电脑,1,0-950560-950656-17086:手机数码电脑、家电-电脑产品-笔记本电脑,华硕,10659435,笔记本电脑
华硕（ASUS）G60WI72J-SL 16英寸 笔记本电脑 （i7-720QM/4G/500G/DVDRW/独显/无线/摄像头/蓝牙）,"华硕, （, ASUS, ）, G60WI72J-SL, 16, 英寸, 笔记本电脑, （, i7-720QM/4G/500G/DVDRW, /, 独, 显, /, 无线, /, 摄像头, /, 蓝牙, ）",华硕,1,笔记本电脑,1,0-950560-950656-17086:手机数码电脑、家电-电脑产品-笔记本电脑,华硕,10659537,笔记本电脑
华硕（ASUS）UL30K73Vt 13.3英寸笔记本电脑（SU7300 2G 320G G210M 512M独立显卡 DOS ）银色,"华硕, （, ASUS, ）, UL30K73Vt, 13.3, 英寸, 笔记本电脑, （, SU7300, 2G, 320G, G210M, 512M, 独立显卡, DOS, ）, 银色",华硕,1,笔记本电脑,1,0-950560-950656-17086:手机数码电脑、家电-电脑产品-笔记本电脑,华硕,10659504,笔记本电脑
联想IdeaPadY470N2310W44G500P7CW7(BK)-CN,"联想, IdeaPadY470N2310W44G500P7CW7, (, BK, ), -CN",联想,1,,0,0-950560-950656-17086:手机数码电脑、家电-电脑产品-笔记本电脑,联想,11385925,
三星SAMSUNG 17寸显示器 E1720NR,"三星, SAMSUNG, 17, 寸, 显示器, E1720NR",三星,1,显示器,1,0-950560-950656-20928:手机数码电脑、家电-电脑产品-液晶显示器,三星,11081804,显示器
三星SAMSUNG 20寸显示器 S20A300B,"三星, SAMSUNG, 20, 寸, 显示器, S20A300B",三星,1,显示器,1,0-950560-950656-20928:手机数码电脑、家电-电脑产品-液晶显示器,三星,11082056,显示器
三星SAMSUNG 23寸显示器 PX2370,"三星, SAMSUNG, 23, 寸, 显示器, PX2370",三星,1,显示器,1,0-950560-950656-20928:手机数码电脑、家电-电脑产品-液晶显示器,三星,11082169,显示器
飞利浦PHILIPS 21.5寸（宽）显示器 221E2SB,"飞利浦, PHILIPS, 21.5, 寸, （, 宽, ）, 显示器, 221E2SB",飞利浦,1,显示器,1,0-950560-950656-20928:手机数码电脑、家电-电脑产品-液晶显示器,飞利浦,11149738,显示器
