商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
久久木 女装秋装气质水玉修身羊毛连衣裙 8906,"久久木, 女装, 秋, 装, 气质, 水, 玉, 修身, 羊毛, 连衣裙, 8906",久久木,1,"女装, 水, 连衣裙",3,0-123-217-16554:服装鞋帽-靓丽时尚-连衣裙,久久木,10538575,"女装, 连衣裙"
Tomnrabbit 女装 民族孔雀刺绣短款短袖旗袍 TQ7702,"tomnrabbit, 女装, 民族, 孔雀, 刺绣, 短款, 短袖, 旗袍, TQ7702",tomnrabbit,1,"女装, 刺绣, 旗袍",3,0-123-19491-19539-19541:服装鞋帽-女装.-女装裙子-女装及膝裙,Tomnrabbit,11070056,"女装, 旗袍"
久久木男装秋装羊毛商务休闲背心929108,"久久木, 男装, 秋, 装, 羊毛, 商务, 休闲背心, 929108",久久木,1,"男装, 商务, 休闲背心",3,0-123-16223-16285:服装鞋帽-日常休闲-休闲背心,久久木,10466418,休闲背心
久久木 男装羊毛复古肩章商务条纹羊毛衫 12084 深灰,"久久木, 男装, 羊毛, 复古, 肩章, 商务, 条纹, 羊毛衫, 12084, 深灰",久久木,1,"男装, 肩章, 商务",3,0-123-16223-16592:服装鞋帽-日常休闲-休闲毛衫,久久木,10499895,羊毛衫
李宁 跑步系列 男子时尚生活减震休闲鞋 白/黑/金属灰,"李宁, 跑步, 系列, 男子, 时尚生活, 减震, 休闲鞋, 白, /, 黑, /, 金属, 灰",李宁,1,"减震, 休闲鞋, 金属",3,0-123-19676-19693-19924:服装鞋帽-鞋靴-男鞋-男式休闲运动鞋,李宁,10431784,休闲鞋
【幻想曲/VIMUSE】品牌 性感睡裙 莫代尔豹纹性感吊带睡裙女睡衣3135,"【, 幻想曲, /VIMUSE, 】, 品牌, 性感, 睡裙, 莫代尔, 豹纹, 性感, 吊带, 睡裙, 女睡衣, 3135",幻想曲,1,"睡裙, 吊带, 睡裙",3,0-123-19711-19731-19737:服装鞋帽-个人配件-女式配件-女式内衣,幻想曲/VIMUSE,11520426,"吊带, 睡裙"
正品CORK雪地靴 巧克力 三木扣中筒雪地靴 EMU羊毛雪地靴,"正品, CORK, 雪地靴, 巧克力, 三木, 扣, 中筒, 雪地靴, EMU, 羊毛, 雪地靴",cork,1,"雪地靴, 巧克力, 扣, 雪地靴, 雪地靴",5,0-123-16224-16294:服装鞋帽-时尚靓鞋-时尚鞋,CORK雪地靴,10543381,雪地靴
领带夹专卖☆男士领带衬衫高档 商务 正装 休闲 结婚 领带夹L033,"领带夹, 专卖, ☆, 男士, 领带, 衬衫, 高档, 商务, 正装, 休闲, 结婚, 领带夹, L033",,0,"领带夹, 领带, 衬衫, 商务, 领带夹",5,0-123-19711-19771-19791:服装鞋帽-个人配件-男式配件-男式其它配件,,11354373,领带夹
GE&ZI花边拼接甜美蛋糕收腰连衣裙9702#,"GE, &, ZI, 花边, 拼接, 甜美, 蛋糕, 收, 腰, 连衣裙, 9702, #",ge,1,"花边, 蛋糕, 连衣裙",3,0-123-19491-19492-19508:服装鞋帽-女装.-女装T恤-女装吊带衫,GE&ZI,11198144,连衣裙
佐丹奴 女缤纷收褶高领长袖衫01329505 海军宝蓝,"佐丹奴, 女, 缤纷, 收, 褶, 高领, 长袖, 衫, 01329505, 海军, 宝蓝",佐丹奴,1,,0,0-123-19491-19492-19509:服装鞋帽-女装.-女装T恤-女装长袖T恤,佐丹奴,10396073,"长袖, 衫"
2011 新款 小吊带 蕾丝吊带 天然纤维莫代尔 V领蕾丝领口 吊带 NWV01 粉色 M,"2011, 新款, 小吊带, 蕾丝, 吊带, 天然纤维, 莫代尔, V领, 蕾丝, 领口, 吊带, NWV01, 粉色, M",蕾丝,1,"小吊带, 蕾丝, 吊带, 蕾丝, 吊带",5,0-123-19491-19515-19518:服装鞋帽-女装.-女装针织衫/毛衫-女装长袖套衫,久久木,11033742,吊带
Moonbasa梦芭莎 气质典雅荡领撞布肩袖T恤(032111201),"moonbasa, 梦, 芭, 莎, 气质, 典雅, 荡, 领, 撞, 布, 肩, 袖, T恤, (, 032111201, )",,0,"袖, t恤",2,0-123-19491-19523-19526:服装鞋帽-女装.-女装衬衫-女装短袖衬衫,Moonbasa梦芭莎,11488009,t恤
2011夏装新款无袖时尚连身裙8024,"2011, 夏装, 新款, 无袖, 时尚, 连身, 裙, 8024",,0,,0,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,hanakimi,11394993,"连身, 裙"
蓝橙美式活力圆领航海衫(银灰)MA20627,"蓝橙, 美式, 活力, 圆领, 航海, 衫, (, 银灰, ), MA20627",蓝橙,1,,0,0-123-19567-19568-19570:服装鞋帽-男装.-男装T恤-男装长袖T恤,蓝橙,10065131,"航海, 衫"
【POLO VILLAE】 专柜正品 棉质经典宽条纹长袖翻领男士时尚polo衫 ,"【, POLO, VILLAE, 】, 专柜, 正品, 棉质, 经典, 宽, 条纹, 长袖, 翻领, 男士, 时尚, polo, 衫",polo,1,,0,0-123-19567-19573-19575:服装鞋帽-男装.-男装Polo衫-男装长袖Polo衫,保罗威特,10341750,"polo, 衫"
hanakimi 冬装新品 韩版帅气超质感时尚翻领修身皮夹克L8372 黑色,"hanakimi, 冬装, 新品, 韩版, 帅气, 超, 质感, 时尚, 翻领, 修身, 皮夹克, L8372, 黑色",hanakimi,1,,0,0-123-16223-17062:服装鞋帽-日常休闲-休闲外套,,10528560,皮夹克
Hodoo炫彩彩条纯棉莱卡百搭短袖POLO女T恤衫(4色3尺码)TS6003,"hodoo, 炫, 彩, 彩条, 纯棉, 莱卡, 百搭, 短袖, POLO, 女, T, 恤衫, (, 4, 色, 3, 尺码, ), TS6003",polo,1,,0,0-123-19491-19492-19510:服装鞋帽-女装.-女装T恤-女装短袖T恤,HodooAge,11478470,"T, 恤衫"
莱普兰朵 8字宽松蝙蝠衫 912206,"莱普兰朵, 8, 字, 宽松, 蝙蝠衫, 912206",莱普兰朵,1,,0,0-123-19491-19492-19510:服装鞋帽-女装.-女装T恤-女装短袖T恤,莱普兰朵,11063857,蝙蝠衫
Moonbasa梦芭莎 纯棉大摆A字裙 (401003003),"moonbasa, 梦, 芭, 莎, 纯棉, 大摆, A字裙, (, 401003003, )",,0,,0,0-123-19491-19539-19541:服装鞋帽-女装.-女装裙子-女装及膝裙,Moonbasa梦芭莎,11486387,A字裙
GE&ZILa France甜蜜诱惑美型裹胸裙秀丽9616#,"GE, &, ZILa, france, 甜蜜, 诱惑, 美, 型, 裹, 胸, 裙, 秀丽, 9616, #",ge,1,,0,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,GE&ZI,11177610,"裹, 胸, 裙"
2011春装新品 韩版时尚盛宴 超质感木耳边收腰雪纺连身裙Q00003黑色L,"2011, 春装, 新品, 韩版, 时尚, 盛宴, 超, 质感, 木, 耳边, 收, 腰, 雪纺, 连身, 裙, Q00003, 黑色, L",,0,,0,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,hanakimi,10970099,"连身, 裙"
LUV SYMBOLS 宝贝双星直筒式棉裤 黑,"LUV, SYMBOLS, 宝贝双星, 直, 筒, 式, 棉裤, 黑",宝贝双星,1,,0,0-123-19491-19550-19551:服装鞋帽-女装.-女装长裤-女装休闲长裤,宝贝双星,10504684,棉裤
蓝橙美式经典圆领航海衫(冰绿)MA2117M,"蓝橙, 美式, 经典, 圆领, 航海, 衫, (, 冰, 绿, ), MA2117M",蓝橙,1,,0,0-123-19567-19568-19570:服装鞋帽-男装.-男装T恤-男装长袖T恤,蓝橙,10065164,"航海, 衫"
【POLO VILLAE】 专柜正品 上等棉多色细条纹翻领长袖休闲polo衫 ,"【, POLO, VILLAE, 】, 专柜, 正品, 上等, 棉, 多, 色, 细, 条纹, 翻领, 长袖, 休闲, polo, 衫",polo,1,,0,0-123-19567-19573-19575:服装鞋帽-男装.-男装Polo衫-男装长袖Polo衫,保罗威特,10341705,"polo, 衫"
Justyle 10春夏英伦假日休闲撞色凸胶时尚短袖polo衫蓝色,"justyle, 10, 春夏, 英伦, 假日, 休闲, 撞色, 凸, 胶, 时尚, 短袖, polo, 衫, 蓝色",justyle,1,,0,0-123-19567-19573-19576:服装鞋帽-男装.-男装Polo衫-男装短袖Polo衫,JUSTYLE,10064412,"polo, 衫"
唐狮 运动速干ET夏装男士拼色短袖翻领polo衫#110211026402   靛蓝,"唐狮, 运动, 速, 干, ET, 夏装, 男士, 拼色, 短袖, 翻领, polo, 衫, #110211026402, 靛蓝",唐狮,1,,0,0-123-19567-19573-19576:服装鞋帽-男装.-男装Polo衫-男装短袖Polo衫,唐狮,10072023,"polo, 衫"
TONYJEANS汤尼俊士 POLO领撞色套衫010701-91,"TONYJEANS, 汤尼, 俊, 士, POLO, 领, 撞色, 套衫, 010701-91",tonyjeans,1,,0,0-123-19567-19577-19580:服装鞋帽-男装.-男装针织衫/毛衫-男装长袖套衫,TONYJEANS,11467360,套衫
蓝橙轻质保暖摇粒绒开衫(红色)MK30653,"蓝橙, 轻质, 保暖, 摇, 粒, 绒, 开衫, (, 红色, ), MK30653",蓝橙,1,,0,0-123-19567-19577-19583:服装鞋帽-男装.-男装针织衫/毛衫-男装长袖开衫,蓝橙,10065233,开衫
POLO VILLAE 商务休闲 黑色男士翻领皮夹克PFCEGAGBF859                        ,"POLO, VILLAE, 商务休闲, 黑色, 男士, 翻领, 皮夹克, PFCEGAGBF859",polo,1,,0,0-123-19567-19605-19606:服装鞋帽-男装.-男装外套-男装夹克,保罗威特,10614310,皮夹克
光子美少女 印花短袖T恤衫 紫色,"光子美少女, 印花, 短袖, T, 恤衫, 紫色",光子美少女,1,,0,0-123-19621-19886:服装鞋帽-童装-女童,光子美少女,10139250,"T, 恤衫"
光子美少女 圆领短袖衫 浅蓝,"光子美少女, 圆领, 短袖, 衫, 浅蓝",光子美少女,1,,0,0-123-19621-19886:服装鞋帽-童装-女童,光子美少女,10138848,"短袖, 衫"
茵奈儿 2010春秋款 棕蜡牛皮女皮靴IN FZC47R,"茵奈儿, 2010, 春秋, 款, 棕, 蜡, 牛皮, 女, 皮靴, IN, FZC47R",茵奈儿,1,,0,0-123-19676-19701-19916:服装鞋帽-鞋靴-女鞋-女式皮靴,茵奈儿,10824121,皮靴
达芙妮 异域风情 流苏彩珠高筒靴1050654,"达芙妮, 异域, 风情, 流苏, 彩, 珠, 高筒靴, 1050654",达芙妮,1,,0,0-123-19676-19701-19916:服装鞋帽-鞋靴-女鞋-女式皮靴,达芙妮,10917314,高筒靴
李宁LI-NING跑步系列女经典跑鞋 ARCF008-2 深灰/云灰/李子紫色,"李宁, LI-NING, 跑步, 系, 列女, 经典, 跑鞋, ARCF008-2, 深灰, /, 云, 灰, /, 李子, 紫色",李宁,1,,0,0-123-19676-19701-19921:服装鞋帽-鞋靴-女鞋-女式跑步鞋,李宁,11031724,跑鞋
sevenjoy7+新款男装保暖透气棉黑色亮面无袖马甲背心731000201,"sevenjoy7, +, 新款, 男装, 保暖, 透气, 棉, 黑色, 亮, 面, 无袖, 马甲, 背心, 731000201",,0,"男装, 面, 马甲, 背心",4,0-123-19567-19605-19606:服装鞋帽-男装.-男装外套-男装夹克,SEVENJOY柒加尚品,11392679,"马甲, 背心"
【狄蔚尔】白色打底衫     白色     均码,"【, 狄蔚尔, 】, 白色, 打底, 衫, 白色, 均, 码",狄蔚尔,1,打底,1,0-123-19491-19492-19509:服装鞋帽-女装.-女装T恤-女装长袖T恤,狄蔚尔,10134700,"打底, 衫"
【密西娅】淑女百搭蕾丝T,"【, 密, 西, 娅, 】, 淑女, 百搭, 蕾丝, T",蕾丝,1,蕾丝,1,0-123-19491-19492-19509:服装鞋帽-女装.-女装T恤-女装长袖T恤,蜜西娅,10925889,
圣迪勒 清爽简约条纹圆领长T,"圣迪勒, 清爽, 简约, 条纹, 圆领, 长, T",圣迪勒,1,,0,0-123-19567-19568-19570:服装鞋帽-男装.-男装T恤-男装长袖T恤,圣迪勒,10920862,
POLO VILLAE 2011春夏新款商务休闲男士紫色条纹短T PFDPDAACH530,"POLO, VILLAE, 2011, 春夏, 新款, 商务休闲, 男士, 紫色, 条纹, 短, T, PFDPDAACH530",polo,1,,0,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,POLO VILLAE,10985327,
夏装新品2011夏装韩版女装夏季中袖雪纺连衣裙背心网纱裙子两件套黑色Q00095,"夏装, 新品, 2011, 夏装, 韩版, 女装, 夏季, 中袖, 雪纺, 连衣裙, 背心, 网纱, 裙子, 两件套, 黑色, Q00095",,0,"女装, 连衣裙, 背心, 网纱, 裙子",5,0-123-19491-19539-19544:服装鞋帽-女装.-女装裙子-女装连身裙,hanakimi,11234518,"女装, 连衣裙, 裙子"
sevenjoy 7+  春夏男装键盘按键印花水洗简约短袖T恤 12TX08,"sevenjoy, 7, +, 春夏, 男装, 键盘, 按键, 印花, 水洗, 简约, 短袖T恤, 12TX08",,0,"男装, 键盘, 按键, 短袖t恤",4,0-123-19567-19568-19571:服装鞋帽-男装.-男装T恤-男装短袖T恤,SEVENJOY柒加尚品,11371612,"男装, 短袖t恤"
李宁LI-NING 篮球系列女篮球文化鞋ABCE012-1 白/水晶蓝/富贵金,"李宁, LI-NING, 篮球, 系, 列女, 篮球, 文化, 鞋, ABCE012-1, 白, /, 水晶, 蓝, /, 富贵, 金",李宁,1,"篮球, 篮球, 文化, 鞋",4,0-123-19676-19701-19915:服装鞋帽-鞋靴-女鞋-女式篮球鞋,李宁,11085328,鞋
missmerry 鱼嘴水台罗马仿原生态女鞋(赠时尚凉鞋+果冻防打脚贴）QD140073,"missmerry, 鱼, 嘴, 水, 台, 罗马, 仿, 原, 生态, 女鞋, (, 赠, 时尚, 凉鞋, +, 果冻, 防, 打, 脚, 贴, ）, QD140073",罗马,1,"鱼, 水, 生态, 女鞋",4,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,missmerry,11459782,女鞋
【幻想曲/VIMUSE】情侣款韩式居家服 男士女士情侣睡衣 可爱卡通睡衣套装GB01,"【, 幻想曲, /VIMUSE, 】, 情侣, 款, 韩, 式, 居家, 服, 男士, 女士, 情侣, 睡衣, 可爱, 卡通, 睡衣, 套装, GB01",幻想曲,1,"睡衣, 卡通, 睡衣, 套装",4,0-123-19711-19731-19737:服装鞋帽-个人配件-女式配件-女式内衣,幻想曲/VIMUSE,11520313,睡衣
Todaybest 精致法式衬衫 袖扣 袖钉 男士 2对包邮 X064,"todaybest, 精致, 法式, 衬衫, 袖扣, 袖, 钉, 男士, 2, 对, 包, 邮, X064",todaybest,1,"衬衫, 袖扣, 袖, 钉",4,0-123-19711-19771-19791:服装鞋帽-个人配件-男式配件-男式其它配件,,11409919,袖扣
Moonbasa梦芭莎 唯美蝴蝶定位印花分体泳裙 010511127,"moonbasa, 梦, 芭, 莎, 唯美, 蝴蝶, 定位, 印花, 分体, 泳, 裙, 010511127",唯美,99999,,0,0-123-19491-19527-19533:服装鞋帽-女装.-女装运动服装-女装泳装 ,Moonbasa梦芭莎,11571838,"泳, 裙"
